Period,NationalTV1,NationalTV2,Magazine1,Magazine2,PaidSearch1,PaidSearch2,Display1,Display2,Facebook1,Facebook2,Wechat1,Wechat2,CCI,Sales Event,Comp Media Spend,Sales,DisplayAlwaysOnImpression,DisplayBrandingImpression,DisplayWebsiteImpression,DisplayHolidayImpression,SearchBrandingclicks,SearchAlwasyOnclicks,SearchWebsiteclicks,FacebookBrandingImpressions,FacebookHolidayImpressions,FacebookOtherImpressions
1/4/2016,38.79521947,10.59827909,5.363147993,11.77957901,320489.6452,6493.686743,1274891.594,43552326,503118.2434,21045398.4,429.6320933,1059.964799,92,0,35237,226205,22299033,1697908,19555385,0,57530,182053,85446,13399469,0,0
1/11/2016,41.53844641,11.4517849,5.163233872,11.47528818,327869.9645,7144.500764,1151846.865,36479469,605205.8595,13399468.8,410.9707904,785.4964799,92,0,35237,219642,17715708,0,18763761,0,72922,192899,62869,16880252,0,0
1/18/2016,40.65862439,11.99094301,5.103259636,11.4448591,344755.7965,7260.707108,1207186.933,40588625,593109.9681,16880251.2,453.4287182,791.349648,92,0,35237,222857,17297894,10057200,13233531,0,91926,160659,94047,16459590,0,0
1/25/2016,40.95957996,11.8233303,5.085267365,11.44181619,332168.5796,7520.462191,1192959.376,39279057,914935.1694,16459590.6,454.268423,905.3349648,92,0,35237,222294,21566792,6337619,11374646,0,110037,175289,45444,28296837,0,0
2/1/2016,41.01977107,11.88221241,5.079869684,11.4415119,369256.158,7327.273793,1080780.647,33720913,791333.4675,28296837.6,502.2532459,897.8334965,91.7,0,20310,234096,18079513,9308049,6333351,0,55197,243487,74693,23602033,0,0
2/8/2016,43.4051413,11.89398884,5.619868975,13.88272331,385776.4158,7889.971044,1076930.436,34653662,726147.9609,23602033.2,464.0333285,1015.88335,91.7,0,20310,232868,21850563,3744900,9058199,0,109683,205716,72213,21197341,0,0
2/15/2016,41.03196337,12.34970943,5.781868762,14.12684445,357569.1416,8136.175062,1091966.041,35450873,744027.3644,21197341.8,504.206227,908.888335,91.7,0,20310,236145,17952766,6119266,11378841,0,79145,194056,81234,19961602,0,1890144
2/22/2016,41.51039909,11.89508358,5.830468698,14.15125657,435638.6142,7714.714484,1134450.197,37457659,1049971.378,21851745.6,489.5008467,1016.988833,91.7,0,20310,237482,15733123,0,21724536,0,142935,193211,108167,27136804,0,6473453
2/29/2016,37.29182319,11.98837346,5.845048679,14.15369778,456235.4614,8855.443877,1202725.109,40537601,1178838.585,33610256.4,463.6709105,971.0988833,91,0,20310,245361,20774463,0,19763138,0,27246,309949,121329,35003091,0,3840370
3/7/2016,45.01522105,11.15812122,5.163675432,11.09274859,317426.2461,9149.65193,1238663.051,41697968,1082048.478,38843461.8,458.5049232,909.8098883,91,0,20429,243425,20001797,3768505,17927666,0,45508,196975,59520,34898632,0,0
3/14/2016,45.14853855,12.64255325,4.959263458,10.78665367,320389.7246,7084.471172,1193411.421,38977779,761511.3025,34898631.6,529.6342629,903.6809888,91,0,20429,241498,16341051,1121798,21514930,0,49955,184794,85970,22495489,0,0
3/21/2016,52.17578771,12.67695423,4.897939865,10.75604418,379410.1725,7143.169162,1245457.161,42150524,803546.0231,22495489.2,646.9386977,1083.068099,91,0,20429,239483,16904489,10727313,14518722,0,119719,153294,112955,24058218,0,0
3/28/2016,46.58065188,13.95516614,4.879542788,10.75298323,425330.7172,8039.667579,1119643.307,35146399,558592.9458,24058217.4,771.6689025,1363.80681,89,0,20429,243435,12060333,11631480,11454586,0,148601,247351,34481,15271064,0,0
4/4/2016,45.93274784,12.9394768,1.463862836,1.075298323,344054.6717,8710.323413,1206582.603,40891992,840381.3677,15271064.4,656.7952937,1655.580681,89,0,20349,235550,23070584,4769593,13051815,0,159822,175202,0,20386195,0,5058398
4/11/2016,41.53748467,12.8243322,0.439158851,0.107529832,321463.1672,7505.340696,1093346.1,34214158,1028315.251,25444593.6,596.0035027,1322.058068,89,0,20349,226663,18257343,6604730,9352085,0,157623,161330,0,25336560,0,7409408
4/18/2016,47.7370832,11.99000813,0.131747655,0.010752983,403200.1167,7160.433172,1158059.908,38654079,807407.9063,32745969,613.9133356,1192.405807,89,0,20349,231593,22111818,16496427,45834,0,206789,205493,0,21777086,0,2425748
4/25/2016,46.63448466,13.15220245,0.039524297,0.001075298,324975.6117,8387.51297,1201469.291,40227433,907347.9227,24202835.4,650.512748,1255.940581,94.7,0,20349,229997,14189822,26037611,0,0,198230,118054,0,24650429,0,3353393
5/2/2016,39.28119943,12.95436918,3.843344611,11.52525626,363282.6612,7211.056456,1124600.335,35841900,1046738.152,28003822.2,650.1262366,1346.894058,94.7,0,20112,231792,14987983,18057264,2796653,0,150892,216647,0,29916164,0,3564770
5/9/2016,30.97765167,11.54457928,4.984490705,12.67767436,336731.1661,7799.828513,1264927.423,43896817,1106577.914,33480934.2,705.1258384,1336.189406,94.7,0,20112,241510,23983970,13954303,5958544,0,178181,155600,0,32242468,0,3647865
5/16/2016,31.28965409,9.84315778,5.326834533,12.79291617,266480.6166,7397.051458,1216117.215,39879034,1636320.547,35890333.8,712.3108901,1477.318941,94.7,0,20112,237795,16258799,17433154,6187081,0,27640,167987,63048,35824137,0,22700062
5/23/2016,31.35205458,9.925545957,5.429537682,12.80444035,259694.0617,6275.380721,1190553.786,39062886,670192.2723,58524199.2,683.1249707,1481.531894,94.7,0,20112,245337,21365947,14368269,3328670,0,133079,118029,7832,19175614,0,0
5/30/2016,31.36453467,9.942023592,5.460348626,12.80559277,393727.4062,6167.18276,1219804.939,40842074,494069.6353,19175613.6,605.8817916,1402.753189,93.5,0,20112,233831,20539338,13443112,6859624,0,45385,223253,139982,13098912,0,0
6/6/2016,27.40269903,9.945319119,5.192394062,11.57788955,347299.6406,8240.426088,1113701.405,35105453,904431.4709,13098911.4,986.9085617,1212.175319,93.5,0,20278,231447,20039601,0,11367382,3698470,150046,135154,56941,0,27891353,0
6/13/2016,26.61033191,9.084190356,5.112007693,11.45511923,284300.8641,7556.693472,1119678.04,36482988,892331.6891,27891353,714.2491332,2238.017532,93.5,0,20278,227113,25421256,2159729,0,8902003,30620,178007,68674,0,27425711,0
6/20/2016,26.45185848,8.911964604,5.087891782,11.4428422,345140.9864,6567.440627,1166161.776,38799977,961875.7873,27425711,686.653192,1417.201753,93.5,0,20278,230074,14324806,14965329,0,9509842,82282,167286,102333,0,30123036,0
6/27/2016,25.41659272,8.877519454,5.080657009,11.4416145,335428.1986,7523.266763,1200100.167,40072496,1025197.177,30123036,573.1193254,1404.420175,90,1,20278,260017,18054990,2600980,10094241,9322285,107713,153821,72815,0,32621900,0
7/4/2016,23.6935825,8.64415548,5.48936465,13.27770809,314853.1199,7377.275526,1269145.216,43323424,1146324.009,32621900,577.4929742,1127.742018,90,1,20278,386822,19931849,0,5409589,17981986,60339,138887,113341,0,37508892,0
7/11/2016,23.34898045,8.248091833,5.611976942,13.46131745,302055.912,7057.518268,1196275.064,38811294,1187113.796,37508892,578.367704,1168.474202,90,1,20278,262514,19398342,7394242,2814589,9204121,128312,172322,0,0,39184602,0
7/18/2016,28.77980639,8.168879103,5.64876063,13.47967839,385629.0912,6855.667717,1296445.547,44805270,1091848.715,39184602,875.6461839,1172.54742,90,1,20278,272092,25551663,13269112,5984495,0,165163,229752,0,35234853,0,59326
7/25/2016,39.53536379,9.381275963,5.659795736,13.48151448,340939.5091,8129.372844,1266807.13,42189419,1100580.787,35294179,931.4037145,1948.754742,89.8,1,20278,271261,23374992,9055019,9759408,0,145982,189992,0,35647363,0,0
8/1/2016,41.21107917,11.57684122,5.921862157,14.68857153,360750.7509,7460.408698,1238826.237,41038258,1175544.025,35647363,808.6653326,2016.475474,89.8,1,20111,273290,27452140,7332233,6253885,0,267454,95498,0,38707812,0,0
8/8/2016,44.38771017,11.92472499,6.000482083,14.80927724,433816.5751,7762.806087,1232707.763,41011072,1234530.548,38707812,667.0090539,1668.647547,89.8,1,20111,278687,15248117,25762955,0,0,126248,291419,24268,41150707,0,0
8/15/2016,42.65694455,12.53338857,6.02406806,14.82134781,312757.9575,8829.942404,1217845.52,40302452,1180090.431,41150707,609.3907054,1330.564755,89.8,0,20111,248145,20115095,20187357,0,0,133044,130623,35640,38895030,0,0
8/22/2016,41.83539532,12.20726374,6.031143854,14.82255486,314677.6958,7013.895493,998135.5591,29394047,677613.2997,38895030,515.2419582,1222.056475,89.8,0,20111,241001,12990602,16403445,0,0,100016,155181,59694,19441394,0,0
8/29/2016,43.09505957,12.05080949,6.033266592,14.82267557,337641.4696,7054.03596,1065084.052,34889468,885469.5474,19441394,540.9816699,1003.305648,91.2,0,20111,235764,18461601,16427867,0,0,192824,147369,0,27162331,0,0
9/5/2016,48.04859818,12.2915134,1.809979978,1.482267557,276336.647,7411.198564,1273785.153,44994891,878275.4647,27162331,569.9998791,1093.030565,91.2,0,20452,239160,22778260,22216631,0,0,71521,127611,70393,26886758,0,0
9/12/2016,41.00445289,13.21250351,0.542993993,0.148226756,446504.4647,6438.324869,1095979.04,33672534,860673.212,26886758,678.6896944,1162.303056,91.2,0,20452,234104,8541408,25131126,0,0,93746,234594,137072,26214879,0,0
9/19/2016,37.19063395,11.88099498,0.162898198,0.014822676,358691.9465,8994.646536,1163771.857,38920972,950989.8413,26214879,778.0191018,1432.930306,91.2,0,20452,231884,14997082,23923890,0,0,99582,194651,54702,29697497,0,0
9/26/2016,35.94425733,11.13664552,0.048869459,0.001482268,376062.8946,7725.423773,1270889.688,43798070,1064261.504,29697497,771.799318,1662.493031,87.2,0,20452,231120,22679165,21118905,0,0,138158,214195,25640,34183021,0,0
10/3/2016,37.14315397,10.89007367,0.014660838,0.000148227,361334.4895,7991.610491,1254161.361,41795403,1006263.052,34183021,687.3371327,1617.049303,87.2,0,20379,232262,21756717,20038686,0,0,154996,124747,79955,31870539,0,0
10/10/2016,42.15661129,11.13172018,0.004398251,1.48E-05,355592.9489,7771.831274,1126909.052,35425438,796758.9924,31870539,665.5474997,1396.50493,87.2,0,20379,228704,20605759,14819679,0,0,38649,210828,105478,23804481,0,0
10/17/2016,40.78225737,12.10769554,0.001319475,1.48E-06,302996.9949,7685.365881,1174695.711,39165152,806929.1033,23804481,661.5395397,1361.850493,87.2,0,20379,225756,24662029,14503123,0,0,94548,128648,73957,24184896,0,0
10/24/2016,40.50738658,11.8466808,0.000395843,1.48E-07,314149.7995,6868.519141,1201969.129,40080898,792299.5168,24184896,661.7876929,1359.285049,87.2,0,20379,225467,15445625,24635273,0,0,107566,124427,83396,23638055,0,0
10/31/2016,31.71776317,11.79447786,0.000118753,1.48E-08,333639.4799,7046.529353,1115930.299,35398130,725161.3744,23638055,956.2350168,1361.728505,93.8,0,20379,229164,17815766,17582364,0,0,83177,193823,58805,21161348,0,0
11/7/2016,22.91071716,10.0002626,4.223959061,13.34042009,334914.348,7349.783528,1254072.327,43416115,2297151.129,21161348,1005.124591,2139.57285,93.8,1,30209,251620,24072380,12160148,0,7183587,87632,199810,47614,0,89430768,0
11/14/2016,21.14930795,8.032989459,5.491111154,14.67446209,373160.4348,7369.730277,1202673.667,39296458,2949545.944,89430768,1169.460606,2190.357285,93.8,1,30209,285803,18004946,10209837,0,11081675,141362,171032,65016,0,122000000,0
11/21/2016,20.79702611,7.639534831,5.871256782,14.80786629,419323.7435,7948.245273,1271571.271,43424026,1493499.509,122234544,2273.893446,2616.635729,93.8,1,30209,322095,23517593,8298272,0,11608161,100882,228285,95286,0,52210320,0
11/28/2016,21.23984767,7.560843905,5.98530047,14.82120671,368591.8743,8624.129939,1229116.137,40483958,1014899.604,52210320,1609.774732,5748.063573,98.2,1,30209,510070,21514688,7387558,0,11581712,109845,177466,75644,0,32212828,0
12/5/2016,21.32841198,7.669077854,5.627077463,13.0072694,346020.8874,7879.218809,1286357.406,43924614,1234963.132,32212828,1395.777499,3490.806357,98.2,1,40216,267773,21112188,12075711,0,10736715,108244,177656,57613,0,41168732,0
12/12/2016,21.34612484,7.690724643,5.519610561,12.82587567,353724.0887,7539.460148,1278380.697,42902022,1538198.302,41168732,1271.11621,3038.280636,98.2,0,40216,236810,16042707,11942552,0,14916763,57330,181939,115311,0,54170820,0
12/19/2016,26.39731752,7.695054001,5.48737049,12.8077363,397928.4089,7657.019147,1243095.457,41140024,1568741.03,54170820,1281.356094,2766.228064,98.2,0,40216,244350,17371186,14022321,0,9746517,70104,166658,166078,0,55518672,0
12/26/2016,32.32919702,8.855891631,5.477698469,12.80592236,332183.9409,8313.761512,1189224.747,38716581,1252752.573,55518672,697.7762275,2836.222806,98.5,0,40216,236749,18270584,12107278,0,8338719,122670,180419,21790,0,41911348,0
1/2/2017,40.24524192,10.13629475,5.337931691,12.19375152,392211.2941,7324.409855,1034304.18,31447922,426900.0681,41911348,611.6479094,1285.322281,98.5,0,40376,233825,15678323,15769599,0,0,165398,233483,0,10912086,0,0
1/9/2017,47.94525824,11.72784498,5.296001657,12.13253443,338391.0294,8228.497539,1115149.748,37061034,405474.6161,10912086,603.2721998,1207.632228,98.5,0,40376,222014,19430991,17630043,0,0,106713,172459,53239,10231860,0,0
1/16/2017,49.95127947,13.18444934,5.283422647,12.12641272,398292.3029,7420.894861,1112679.917,36112826,382718.5903,10231860,641.7297422,1222.363223,98.5,0,40376,224656,17984542,18128284,0,0,226040,172969,5939,9519178,0,0
1/23/2017,50.81790459,13.56001097,5.279648944,12.12580055,321909.0303,8317.775918,1284097.363,45036943,503173.3085,9519178,646.6164179,1326.436322,98.5,0,40376,224956,19238303,25798640,0,0,110090,161967,41365,9695603,3705699,0
1/30/2017,47.25064894,13.71893314,5.278516833,12.12573933,438894.603,7163.664417,1238396.471,40835980,589042.9996,13401302,694.7077199,1329.643632,96.3,0,40376,229248,17643233,23192747,0,0,114573,285288,52032,8906979,7411653,0
2/6/2017,47.0069862,13.06771532,5.2781772,12.12573321,315204.3603,8896.632691,1251026.92,41971240,524250.9323,16318632,646.6787678,1451.464363,96.3,0,40322,226290,26039140,7130748,8801352,0,131750,169711,0,8259165,5847489,0
2/13/2017,35.96374505,13.02447207,5.27807531,12.1257326,451283.136,7051.416539,1198776.343,39126842,521513.2939,14106654,691.5932111,1315.146436,96.3,0,40322,229012,19664808,12323449,7138585,0,161787,262713,41903,8186571,5828062,0
2/20/2017,37.6280329,10.86922412,5.278044743,12.12573254,375055.7136,9068.398681,1156901.142,37513323,554581.2568,14014633,675.4895303,1441.914644,96.3,0,40322,221711,15221909,12761282,9530132,0,117145,113667,135774,8525553,0,6608543
2/27/2017,33.11017287,11.22314304,5.278035573,12.12573253,354466.6714,7972.709529,1292238.175,44999642,501164.9141,15134096,647.7536358,1389.791464,96.9,0,40322,223614,15711595,14834683,14453364,0,105838,193735,52606,7262457,0,6072015
3/6/2017,43.23865204,10.30488212,4.9935715,10.88995207,369330.4671,7667.590366,1142586.691,35833418,459225.5098,13334472,622.5003787,1321.579146,96.9,0,40238,218939,16074950,19758468,0,0,108038,144141,118803,6196936,0,5757594
3/13/2017,38.60203291,12.29741326,4.908232278,10.76637402,370501.8467,7891.834955,1190537.425,39821507,453400.2495,11954530,775.6780807,1264.357915,96.9,0,40238,225026,16329197,23492310,0,0,151512,212110,7010,6492727,0,5272551
3/20/2017,41.02441299,11.4131881,4.882630511,10.75401622,391488.1847,7909.553281,1123915.266,35917978,340689.5645,11765278,904.6809976,1669.035791,96.9,0,40238,223225,17905101,18012877,0,0,192119,201701,0,6648000,0,1582923
3/27/2017,39.59961586,11.89199436,4.874949981,10.75278044,316145.4185,8220.307523,1189519.991,39962132,668862.3345,8230923,956.6877274,1970.503579,97,0,40238,220723,23377395,16584737,0,0,83387,205148,19239,15355917,0,3772143
4/3/2017,39.79315579,11.61689315,1.462484994,1.075278044,291458.9418,7073.827636,1072487.669,33340712,798024.5864,19128060,816.4706452,2070.850358,97,0,35488,222777,11787442,14540837,7012433,0,49562,165505,73649,17340552,0,6511203
4/10/2017,39.83186378,11.65550771,0.438745498,0.107527804,285192.2942,6685.605693,1118228.246,36828694,821682.7992,23851755,801.1217425,1681.285036,97,0,35488,218307,18735230,4550475,13542989,0,52611,131641,100244,16111612,0,8627280
4/17/2017,33.06049651,11.66323062,0.131623649,0.01075278,412705.8294,6585.482303,1114501.931,36174045,898095.3681,24738892,856.0280271,1675.628504,97,0,35488,222887,23575378,7764881,4833786,0,168483,233386,25005,16423559,0,11223763
4/24/2017,31.70622306,10.28956052,0.039487095,0.001075278,375850.9829,8519.086781,1203055.999,40762077,938299.5559,27647322,895.7943191,1828.06285,97,0,35488,224628,18508208,17421137,4832732,0,188074,183682,0,16576185,0,12626776
5/1/2017,31.43536837,10.01482651,0.011846128,0.000107528,401128.3983,7987.387148,1219382.32,40690118,905066.7239,29202961,893.2644908,1919.806285,97.1,0,40678,223050,19073806,21616312,0,0,244763,159174,0,18216251,0,9699592
5/8/2017,26.41329469,9.959879702,0.003553839,1.08E-05,302215.3398,8361.180672,1173619.592,38158495,978294.4744,27915843,887.0024838,1901.080629,97.1,0,40678,218418,18928806,12459704,6769985,0,62416,169627,59182,15061195,0,15705936
5/15/2017,25.40887996,8.86062753,0.001066152,1.08E-06,351942.734,6850.66014,1111154.302,35443312,1065933.606,30767131,875.5796402,1883.908063,97.1,0,40678,216370,11171885,16531363,7740064,0,78291,192225,86952,16293688,0,17956479
5/22/2017,25.20799701,8.640777095,0.000319845,1.08E-07,287611.8734,7627.448366,1251900.137,43352057,1571209.065,34250167,1035.214414,1855.190806,97.1,0,40678,220150,15564928,27787129,0,0,121863,125648,32953,37833438,0,17794437
5/29/2017,25.16782042,8.596807008,9.60E-05,1.08E-08,386726.2873,6620.840993,995703.9707,28944687,686012.4733,55627875,733.0226149,2287.019081,95,0,40678,222528,9622213,19322474,0,0,69638,227154,100947,0,0,19743085
6/5/2017,25.15978511,8.588012991,2.88E-05,1.08E-09,336676.1287,8143.111298,1203088.118,42002600,765547.1388,19743085,1169.836046,1445.501908,95,0,25455,225260,21348742,7121007,13532851,0,64582,199782,66751,22644614,0,0
6/12/2017,25.15817804,8.586254188,8.64E-06,1.08E-10,305891.5129,7394.338623,1240855.072,41808675,1258669.418,22644614,839.487457,2693.350191,95,0,25455,218561,28258525,0,7767853,5782297,48315,151580,102576,0,42158932,0
6/19/2017,26.16142771,8.585902427,2.59E-06,1.08E-11,362711.6513,6915.630704,1083784.842,33392162,554287.3778,42158932,799.8960104,1692.235019,95,0,25455,225621,22285051,0,8150644,2956467,59311,196611,113103,0,15124072,0
6/26/2017,25.35850656,8.812307018,7.77E-07,1.08E-12,329768.3651,7790.30784,1219650.343,41947489,888748.6814,15124072,685.9589341,1661.423502,93.4,0,25455,215622,27018266,1355942,7482435,6090846,65078,208231,52799,0,27288126,0
7/3/2017,28.68798717,8.631112993,3.965167781,12.13354664,454027.4365,7289.248709,1111117.457,34976690,466767.5753,27288126,689.7084416,1382.94235,93.4,1,25136,374403,17187620,9324691,0,8464379,145314,283710,38810,0,12200450,0
7/10/2017,36.17288133,9.367589631,5.154717882,13.34690131,355047.7437,9110.135522,1261143.295,43839445,485042.9427,12200450,690.4583431,1423.494235,93.4,1,25136,255052,16708300,14970843,0,12160302,197927,146123,0,0,12800450,0
7/17/2017,42.43576335,10.92281614,5.511582912,13.46823678,311232.3744,7669.938173,1191996.037,38673455,282686.4014,12800450,804.9773426,1427.549424,93.4,1,25136,256819,17084300,14780468,6808687,0,183845,122519,0,6518252,0,0
7/24/2017,33.08976647,12.15547489,5.618642421,13.48037032,349896.9374,6998.728018,1115593.217,35481918,286842.1625,6518252,931.3795005,1726.754942,93.4,1,25136,257818,19214118,14728624,1539176,0,55007,239192,59994,6638252,0,0
7/31/2017,42.29164119,10.28376766,5.650760274,13.48158368,380121.6937,7597.671105,1125636.859,36766940,1086998.995,6638252,782.1359891,2032.075494,96.8,1,25136,252185,11584540,12774768,12407632,0,104055,221060,58365,35098328,0,0
8/7/2017,30.08791057,12.11669224,5.791136152,14.08673049,351868.2694,8052.031608,1010117.711,30882888,401342.3176,35098328,650.0821267,1600.907549,96.8,1,25315,264036,17183626,0,13699262,0,87481,233596,27652,10101682,0,0
8/14/2017,29.1389939,9.6299108,5.833248915,14.14724517,308278.3269,7628.341152,1115782.178,37340221,544529.1026,10101682,599.9823675,1294.090755,96.8,1,25315,251769,16615320,0,20724901,0,114731,188704,0,14791982,0,0
8/21/2017,31.41236507,9.460224083,5.845882744,14.15329664,341638.3327,6952.803212,1211055.945,41165034,0,14791982,589.9624157,1203.109075,96.8,0,25315,225087,20201338,0,20963696,0,83256,248378,13711,0,0,0
8/28/2017,30.88508682,9.952298333,5.849672893,14.15390179,324199.6333,7472.00326,1158035.684,37445776,437962.2157,0,635.5614811,1194.010908,95.1,0,25315,217274,20158276,0,17287500,0,37731,224596,59935,11266676,0,0
9/4/2017,35.16676074,9.843132346,5.720069415,13.54893682,341728.3633,7203.577272,1226897.701,41550368,625887.9461,11266676,668.1241414,1314.601091,95.1,0,25300,223139,17702333,0,23848035,0,132324,177280,34072,17604380,0,0
9/11/2017,44.59020856,10.72907299,5.681188372,13.48844033,350162.8363,7474.1384,1147734.937,36758649,708100.109,17604380,698.3145468,1386.960109,95.1,0,25300,228336,15260479,0,21498170,0,60599,192313,98188,20540846,0,0
9/18/2017,46.47489813,12.5567436,5.669524059,13.48239068,347921.0836,7602.992055,1130696.988,36697280,587651.4641,20540846,665.6426413,1455.396011,95.1,0,25300,232646,19529463,12513792,4654025,0,117220,152799,77653,16270458,0,0
9/25/2017,52.90306509,12.92227772,5.666024765,13.48178571,321610.4084,7568.953921,1148279.196,37768825,664476.3702,16270458,685.645183,1362.339601,100.7,0,25300,233529,19636508,9893129,8239188,0,71340,123634,123713,18971402,0,0
10/2/2017,51.87309379,14.08560753,1.69980743,1.348178571,347703.7408,7163.052023,1270680.713,43950508,0,18971402,689.6456914,1421.43396,100.7,0,30478,237837,22425243,13879404,7645861,0,86915,195986,67702,0,0,0
10/9/2017,40.80990265,13.907439,0.509942229,0.134817857,279933.0741,7565.088879,1241172.187,41120064,689143.0042,0,686.2653345,1427.343396,100.7,0,30478,217322,27806645,7179324,6134095,0,103816,99241,69346,19855768,0,0
10/16/2017,31.28339231,11.83078601,0.152982669,0.013481786,367359.9074,6496.230513,1250568.854,41918267,0,19855768,678.264912,1417.13434,100.7,0,30478,221941,14280836,13128459,14508972,0,71303,166640,139131,0,0,0
10/23/2017,23.84869042,9.900399126,0.045894801,0.001348179,425620.5907,7856.400668,1259393.448,42281650,713516.5433,0,666.1822814,1397.213434,100.7,0,30478,210094,22035836,12575784,7670030,0,148720,210818,72556,20737436,0,0
10/30/2017,26.89783063,8.259318678,0.01376844,0.000134818,318718.9591,8713.341295,1233034.132,40814059,528752.2159,20737436,1030.707115,1368.221343,98.5,0,30478,217087,24240295,8326278,8247486,0,62417,173560,70864,14258218,0,0
11/6/2017,33.88569667,8.968744566,3.969298079,12.13356013,368756.2959,7109.858587,1135265.332,36062526,1186456.606,14258218,1139.169583,2340.022134,98.5,1,20322,250612,20768484,6499007,0,8795035,122120,172798,79398,0,39157488,0
11/13/2017,35.28326988,10.45649348,5.155956971,13.34690266,360746.9296,7880.824524,1209303.987,40871029,1020353.522,39157488,1428.92877,2534.402213,98.5,1,20322,276916,14032864,14195030,0,12643135,105241,204942,49674,0,32429357,0
11/20/2017,37.97207613,10.75404326,5.511954639,13.46823691,386112.593,7762.910062,1153637.377,37239004,704843.5298,32429356.8,2325.787079,3299.040221,98.5,1,20322,289094,20089321,8590333,0,8559350,106400,168515,114016,0,20422829,0
11/27/2017,35.61601954,11.29503112,5.618753939,13.48037034,311583.9593,8140.961177,1165337.675,38408351,295319.5174,20422828.8,1848.773667,5816.304022,95.9,1,20322,500342,18144076,8362705,0,11901570,64307,216052,22944,0,6884386,0
12/4/2017,45.14919666,10.82330862,5.909549617,14.68845712,274861.2959,7002.180164,1099208.052,34923918,524905.8213,6884385.6,1443.577286,4145.630402,95.9,1,20432,259286,16796553,7820616,0,10306749,130727,84631,55423,0,14128685,0
12/11/2017,44.70352723,12.66210902,5.996788321,14.8092658,270182.8296,6415.994547,1067861.384,34013004,1672158.844,14128684.8,1397.407278,3103.76304,95.9,1,20432,264517,19504487,6949128,0,7559389,79338,143008,47317,0,60130790,0
12/18/2017,40.3354387,12.59236051,6.022959932,14.82134666,380511.283,6340.846236,1106819.014,36295419,2188448.793,60130790.4,1537.925509,3096.776304,95.9,1,20432,291963,18884552,7699669,0,9711198,133091,144733,114946,0,84172550,0
12/25/2017,46.09308049,11.75696638,6.030811415,14.82255475,318164.4283,8049.565608,1182894.682,39796196,1020353.522,84172550.4,823.3999585,3517.27763,95.9,0,20432,265372,15529485,14365762,0,9900949,90555,142645,78037,0,32429357,0
